"longitude","latitude","year","year_start","year_end","response"
-48.25,-19.25,NA,2006,2013,1
-47.75,-19.25,NA,2018,2022,1
-47.25,-19.25,NA,2018,2022,1
-46.75,-19.25,NA,2016,2022,1
-46.25,-19.25,2022,NA,NA,1
-45.75,-19.25,NA,2010,2021,1
-45.25,-19.25,NA,2010,2019,1
-44.75,-19.25,NA,2019,2020,1
-44.25,-19.25,NA,2002,2023,1
-43.75,-19.25,2021,NA,NA,1
-43.25,-19.25,NA,2013,2021,1
-42.75,-19.25,NA,2004,2022,1
-42.25,-19.25,NA,2017,2022,1
-41.75,-19.25,NA,2017,2021,1
-41.25,-19.25,2003,NA,NA,1
-41.25,-19.25,NA,2016,2022,1
-40.75,-19.25,NA,2009,2021,1
-40.25,-19.25,NA,2009,2022,1
34.75,-19.25,2018,NA,NA,1
146.75,-19.25,NA,2001,2016,1
-174.75,-19.75,NA,2005,2010,1
-174.25,-19.75,2015,NA,NA,1
-55.75,-19.75,NA,2011,2015,1
-55.25,-19.75,2010,NA,NA,1
-54.75,-19.75,NA,2020,2022,1
-54.25,-19.75,2014,NA,NA,1
-53.75,-19.75,NA,2017,2020,1
-51.75,-19.75,NA,2016,2017,1
-51.25,-19.75,NA,2011,2020,1
-50.75,-19.75,NA,2016,2019,1
-50.25,-19.75,NA,2010,2022,1
-49.75,-19.75,NA,2017,2022,1
-49.25,-19.75,NA,2012,2022,1
-48.75,-19.75,NA,2014,2021,1
-48.25,-19.75,NA,2010,2022,1
-47.75,-19.75,NA,2009,2022,1
-47.25,-19.75,NA,2018,2020,1
-46.75,-19.75,NA,2010,2022,1
-45.75,-19.75,NA,2010,2022,1
-45.25,-19.75,NA,2010,2022,1
-44.75,-19.75,NA,2013,2022,1
-44.25,-19.75,NA,2000,2022,1
-43.75,-19.75,NA,2000,2022,1
-43.25,-19.75,NA,2010,2022,1
-42.75,-19.75,NA,2009,2022,1
-42.25,-19.75,NA,2000,2002,1
-42.25,-19.75,NA,2013,2022,1
-41.75,-19.75,NA,2013,2022,1
-41.25,-19.75,NA,2017,2022,1
-40.75,-19.75,NA,2009,2023,1
-40.25,-19.75,NA,2016,2022,1
63.25,-19.75,NA,2005,2006,1
-174.75,-20.25,NA,2014,2018,1
-64.25,-20.25,2015,NA,NA,1
-63.75,-20.25,2014,NA,NA,1
-56.75,-20.25,NA,2010,2014,1
-56.25,-20.25,NA,2017,2022,1
-55.75,-20.25,NA,2015,2022,1
-55.25,-20.25,2007,NA,NA,1
-54.75,-20.25,NA,2001,2022,1
-54.25,-20.25,2019,NA,NA,1
-53.75,-20.25,2011,NA,NA,1
-53.75,-20.25,2021,NA,NA,1
-52.75,-20.25,2017,NA,NA,1
-52.25,-20.25,NA,2006,2007,1
-51.25,-20.25,NA,2007,2022,1
-50.75,-20.25,2000,NA,NA,1
-50.75,-20.25,NA,2014,2022,1
-50.25,-20.25,2000,NA,NA,1
-50.25,-20.25,NA,2010,2022,1
-49.75,-20.25,2000,NA,NA,1
-49.75,-20.25,NA,2016,2022,1
-49.25,-20.25,NA,2012,2022,1
-48.75,-20.25,NA,2016,2022,1
-48.25,-20.25,NA,2012,2022,1
-47.75,-20.25,NA,2003,2022,1
-47.25,-20.25,2018,NA,NA,1
-46.25,-20.25,2018,NA,NA,1
-45.75,-20.25,NA,2010,2022,1
-45.25,-20.25,NA,2016,2022,1
-44.75,-20.25,NA,2010,2022,1
-44.25,-20.25,NA,2016,2022,1
-43.75,-20.25,NA,2016,2021,1
-43.25,-20.25,NA,2019,2020,1
-42.75,-20.25,NA,2017,2021,1
-42.25,-20.25,NA,2017,2021,1
-41.75,-20.25,NA,2011,2022,1
-41.25,-20.25,2002,NA,NA,1
-41.25,-20.25,NA,2016,2022,1
-40.75,-20.25,NA,2009,2022,1
-40.25,-20.25,NA,2000,2022,1
57.25,-20.25,NA,2011,2012,1
57.75,-20.25,NA,2004,2019,1
146.25,-20.25,NA,2009,2016,1
164.25,-20.25,2012,NA,NA,1
-59.25,-20.75,2006,NA,NA,1
-56.75,-20.75,2021,NA,NA,1
-56.25,-20.75,2014,NA,NA,1
-55.75,-20.75,NA,2007,2015,1
-55.25,-20.75,NA,2015,2019,1
-54.75,-20.75,NA,2013,2023,1
-54.25,-20.75,NA,2002,2011,1
-51.75,-20.75,NA,2010,2022,1
-51.25,-20.75,NA,2002,2022,1
-50.75,-20.75,NA,2016,2021,1
-50.25,-20.75,NA,2018,2022,1
-49.75,-20.75,NA,2014,2021,1
-49.25,-20.75,NA,2000,2022,1
-48.75,-20.75,NA,2000,2022,1
-48.25,-20.75,NA,2012,2022,1
-47.75,-20.75,NA,2010,2014,1
-47.25,-20.75,NA,2013,2019,1
-46.75,-20.75,NA,2010,2021,1
-45.75,-20.75,NA,2016,2020,1
-45.25,-20.75,NA,2010,2022,1
-44.75,-20.75,NA,2018,2022,1
-43.75,-20.75,NA,2014,2021,1
-43.25,-20.75,2021,NA,NA,1
-42.75,-20.75,NA,2015,2022,1
-42.25,-20.75,NA,2010,2021,1
-41.75,-20.75,NA,2011,2021,1
-41.25,-20.75,NA,2013,2022,1
-40.75,-20.75,NA,2009,2022,1
-40.25,-20.75,NA,2011,2021,1
48.75,-20.75,2010,NA,NA,1
53.25,-20.75,2019,NA,NA,1
55.25,-20.75,NA,2010,2012,1
164.25,-20.75,NA,2002,2003,1
164.75,-20.75,2003,NA,NA,1
165.25,-20.75,2003,NA,NA,1
166.75,-20.75,2003,NA,NA,1
167.25,-20.75,NA,2003,2012,1
-175.25,-21.25,2004,NA,NA,1
-175.25,-21.25,NA,2014,2016,1
-159.75,-21.25,NA,2006,2019,1
-64.25,-21.25,2018,NA,NA,1
-63.25,-21.25,NA,2012,2015,1
-58.25,-21.25,2015,NA,NA,1
-57.25,-21.25,NA,2010,2015,1
-56.25,-21.25,NA,2016,2022,1
-55.75,-21.25,2010,NA,NA,1
-55.75,-21.25,NA,2021,2022,1
-55.25,-21.25,2015,NA,NA,1
-54.75,-21.25,NA,2010,2019,1
-52.75,-21.25,2022,NA,NA,1
-52.25,-21.25,NA,2021,2022,1
-51.75,-21.25,NA,2014,2022,1
-51.25,-21.25,NA,2017,2019,1
-50.75,-21.25,NA,2000,2022,1
-50.25,-21.25,NA,2000,2022,1
-49.75,-21.25,2000,NA,NA,1
-49.75,-21.25,NA,2017,2019,1
-49.25,-21.25,NA,2012,2022,1
-48.75,-21.25,NA,2006,2021,1
-48.25,-21.25,NA,2010,2021,1
-47.75,-21.25,NA,2000,2022,1
-47.25,-21.25,NA,2010,2022,1
-46.75,-21.25,NA,2017,2022,1
-46.25,-21.25,NA,2013,2019,1
-45.75,-21.25,NA,2013,2022,1
-45.25,-21.25,NA,2010,2022,1
-44.75,-21.25,NA,2017,2021,1
-44.25,-21.25,NA,2010,2022,1
-43.75,-21.25,NA,2013,2021,1
-43.25,-21.25,NA,2011,2021,1
-42.75,-21.25,NA,2016,2022,1
-42.25,-21.25,NA,2013,2022,1
-41.75,-21.25,NA,2007,2022,1
-41.25,-21.25,NA,2017,2021,1
-40.75,-21.25,NA,2013,2022,1
47.75,-21.25,2010,NA,NA,1
48.25,-21.25,NA,2010,2012,1
55.25,-21.25,NA,2004,2014,1
55.75,-21.25,NA,2005,2019,1
164.75,-21.25,2012,NA,NA,1
165.25,-21.25,NA,2009,2015,1
165.75,-21.25,2003,NA,NA,1
167.75,-21.25,2012,NA,NA,1
-157.75,-21.75,2009,NA,NA,1
-64.75,-21.75,NA,2003,2018,1
-64.25,-21.75,2023,NA,NA,1
-63.75,-21.75,NA,2012,2023,1
-61.25,-21.75,NA,2000,2011,1
-57.75,-21.75,NA,2010,2019,1
-56.25,-21.75,2010,NA,NA,1
-55.75,-21.75,2010,NA,NA,1
-55.25,-21.75,NA,2017,2022,1
-54.75,-21.75,NA,2013,2022,1
-54.25,-21.75,2010,NA,NA,1
-53.25,-21.75,NA,2012,2013,1
-52.25,-21.75,NA,2019,2022,1
-51.75,-21.75,NA,2013,2022,1
-51.25,-21.75,NA,2016,2022,1
-50.75,-21.75,NA,2010,2021,1
-50.25,-21.75,NA,2015,2022,1
-49.75,-21.75,NA,2011,2022,1
-49.25,-21.75,2002,NA,NA,1
-49.25,-21.75,NA,2015,2022,1
-48.75,-21.75,NA,2013,2022,1
-48.25,-21.75,NA,2008,2022,1
-47.75,-21.75,NA,2010,2019,1
-47.25,-21.75,NA,2010,2022,1
-46.75,-21.75,NA,2002,2022,1
-46.25,-21.75,NA,2018,2021,1
-45.75,-21.75,NA,2015,2022,1
-45.25,-21.75,NA,2000,2002,1
-45.25,-21.75,NA,2014,2022,1
-44.75,-21.75,NA,2016,2022,1
-44.25,-21.75,NA,2019,2020,1
-43.25,-21.75,NA,2006,2022,1
-42.75,-21.75,NA,2016,2022,1
-42.25,-21.75,NA,2011,2022,1
-41.75,-21.75,NA,2008,2022,1
-41.25,-21.75,NA,2002,2022,1
165.75,-21.75,NA,2003,2019,1
166.25,-21.75,NA,2003,2009,1
-151.25,-22.25,2009,NA,NA,1
-63.75,-22.25,NA,2009,2017,1
-60.25,-22.25,NA,2005,2012,1
-57.75,-22.25,NA,2009,2012,1
-57.25,-22.25,2018,NA,NA,1
-56.75,-22.25,2022,NA,NA,1
-55.75,-22.25,NA,2010,2021,1
-54.75,-22.25,NA,2007,2022,1
-54.25,-22.25,NA,2009,2022,1
-53.75,-22.25,NA,2010,2022,1
-53.25,-22.25,NA,2013,2021,1
-52.75,-22.25,NA,2019,2021,1
-51.75,-22.25,NA,2014,2022,1
-51.25,-22.25,NA,2011,2022,1
-50.75,-22.25,NA,2015,2022,1
-50.25,-22.25,2000,NA,NA,1
-50.25,-22.25,NA,2016,2020,1
-49.75,-22.25,NA,2000,2022,1
-49.25,-22.25,NA,2007,2022,1
-48.75,-22.25,NA,2003,2023,1
-48.25,-22.25,NA,2014,2022,1
-47.75,-22.25,NA,2010,2022,1
-47.25,-22.25,NA,2010,2022,1
-46.75,-22.25,NA,2010,2021,1
-46.25,-22.25,2021,NA,NA,1
-45.75,-22.25,NA,2016,2022,1
-45.25,-22.25,NA,2016,2022,1
-44.75,-22.25,NA,2016,2019,1
-44.25,-22.25,NA,2006,2022,1
-43.75,-22.25,NA,2008,2021,1
-43.25,-22.25,NA,2014,2022,1
-42.75,-22.25,NA,2001,2022,1
-42.25,-22.25,NA,2010,2022,1
-41.75,-22.25,NA,2006,2021,1
-41.25,-22.25,NA,2015,2022,1
48.25,-22.25,NA,2010,2012,1
166.25,-22.25,NA,2001,2017,1
166.75,-22.25,NA,2003,2013,1
-152.75,-22.75,NA,2009,2012,1
-64.25,-22.75,2004,NA,NA,1
-63.75,-22.75,NA,2009,2017,1
-58.25,-22.75,2017,NA,NA,1
-57.25,-22.75,NA,2008,2010,1
-56.75,-22.75,NA,2009,2013,1
-56.25,-22.75,NA,2002,2008,1
-56.25,-22.75,2023,NA,NA,1
-55.75,-22.75,NA,2001,2022,1
-55.25,-22.75,2007,NA,NA,1
-55.25,-22.75,NA,2020,2022,1
-54.75,-22.75,NA,2010,2021,1
-53.25,-22.75,NA,2013,2017,1
-52.75,-22.75,NA,2006,2016,1
-52.25,-22.75,NA,2013,2019,1
-51.75,-22.75,NA,2017,2019,1
-51.25,-22.75,NA,2010,2019,1
-50.75,-22.75,NA,2015,2017,1
-50.25,-22.75,NA,2015,2021,1
-49.75,-22.75,NA,2014,2021,1
-49.25,-22.75,2014,NA,NA,1
-48.75,-22.75,NA,2016,2022,1
-48.25,-22.75,NA,2010,2021,1
-47.75,-22.75,NA,2006,2022,1
-47.25,-22.75,NA,2002,2022,1
-46.75,-22.75,NA,2010,2022,1
-46.25,-22.75,NA,2016,2022,1
-45.75,-22.75,NA,2011,2022,1
-45.25,-22.75,NA,2003,2022,1
-44.75,-22.75,NA,2016,2022,1
-44.25,-22.75,NA,2006,2022,1
-43.75,-22.75,NA,2008,2022,1
-43.25,-22.75,NA,2000,2023,1
-42.75,-22.75,NA,2006,2022,1
-42.25,-22.75,NA,2006,2022,1
-41.75,-22.75,NA,2013,2022,1
-149.25,-23.25,NA,2001,2014,1
-134.75,-23.25,NA,2001,2009,1
-65.75,-23.25,2009,NA,NA,1
-64.25,-23.25,NA,2009,2017,1
-59.75,-23.25,2012,NA,NA,1
-58.75,-23.25,NA,2016,2022,1
-58.25,-23.25,NA,2016,2022,1
-57.25,-23.25,NA,2008,2016,1
-55.75,-23.25,2009,NA,NA,1
-55.25,-23.25,NA,2013,2020,1
-54.75,-23.25,2015,NA,NA,1
-54.25,-23.25,NA,2012,2017,1
-53.75,-23.25,2009,NA,NA,1
-53.25,-23.25,NA,2017,2021,1
-52.75,-23.25,NA,2010,2021,1
-52.25,-23.25,NA,2010,2022,1
-51.75,-23.25,NA,2002,2022,1
-51.25,-23.25,NA,2006,2022,1
-50.75,-23.25,NA,2010,2019,1
-50.25,-23.25,NA,2011,2021,1
-49.75,-23.25,NA,2011,2018,1
-49.25,-23.25,NA,2017,2022,1
-48.75,-23.25,NA,2013,2022,1
-48.25,-23.25,NA,2014,2018,1
-47.75,-23.25,NA,2010,2022,1
-47.25,-23.25,NA,2010,2022,1
-46.75,-23.25,NA,2010,2022,1
-46.25,-23.25,NA,2006,2022,1
-45.75,-23.25,NA,2008,2022,1
-45.25,-23.25,NA,2007,2022,1
-44.75,-23.25,NA,2006,2022,1
-44.25,-23.25,NA,2006,2021,1
-43.75,-23.25,2011,NA,NA,1
-43.25,-23.25,2015,NA,NA,1
-39.75,-23.25,2015,NA,NA,1
143.75,-23.25,NA,2015,2019,1
-147.75,-23.75,NA,2001,2009,1
-59.75,-23.75,2015,NA,NA,1
-58.75,-23.75,2009,NA,NA,1
-56.75,-23.75,2013,NA,NA,1
-56.25,-23.75,2013,NA,NA,1
-54.75,-23.75,NA,2017,2018,1
-54.25,-23.75,NA,2010,2021,1
-53.75,-23.75,NA,2015,2022,1
-53.25,-23.75,NA,2010,2020,1
-52.75,-23.75,NA,2014,2021,1
-52.25,-23.75,NA,2010,2021,1
-51.75,-23.75,NA,2011,2021,1
-51.25,-23.75,NA,2002,2021,1
-50.75,-23.75,2016,NA,NA,1
-50.25,-23.75,2017,NA,NA,1
-49.75,-23.75,NA,2016,2022,1
-49.25,-23.75,NA,2014,2018,1
-48.75,-23.75,NA,2013,2016,1
-48.25,-23.75,NA,2013,2022,1
-47.75,-23.75,NA,2013,2022,1
-47.25,-23.75,NA,2010,2022,1
-46.75,-23.75,NA,2000,2022,1
-46.25,-23.75,NA,2002,2022,1
-45.75,-23.75,NA,2010,2016,1
-45.25,-23.75,NA,2007,2022,1
-65.25,-24.25,2014,NA,NA,1
-64.75,-24.25,NA,2000,2016,1
-63.75,-24.25,2016,NA,NA,1
-60.75,-24.25,2011,NA,NA,1
-57.25,-24.25,2015,NA,NA,1
-55.25,-24.25,NA,2004,2015,1
-54.25,-24.25,NA,2010,2018,1
-53.75,-24.25,NA,2013,2020,1
-53.25,-24.25,NA,2016,2022,1
-52.75,-24.25,NA,2013,2022,1
-52.25,-24.25,NA,2010,2014,1
-51.75,-24.25,NA,2016,2022,1
-51.25,-24.25,2022,NA,NA,1
-50.75,-24.25,NA,2009,2019,1
-49.75,-24.25,2021,NA,NA,1
-49.25,-24.25,NA,2014,2021,1
-47.75,-24.25,NA,2013,2021,1
-47.25,-24.25,NA,2010,2022,1
-46.75,-24.25,NA,2007,2022,1
-46.25,-24.25,NA,2010,2022,1
-65.25,-24.75,NA,2010,2018,1
-61.75,-24.75,2013,NA,NA,1
-60.25,-24.75,2023,NA,NA,1
-56.25,-24.75,2015,NA,NA,1
-55.75,-24.75,2015,NA,NA,1
-54.75,-24.75,2015,NA,NA,1
-54.25,-24.75,NA,2010,2022,1
-53.75,-24.75,NA,2010,2021,1
-53.25,-24.75,NA,2007,2020,1
-52.25,-24.75,NA,2016,2023,1
-51.75,-24.75,NA,2007,2019,1
-51.25,-24.75,NA,2015,2021,1
-50.75,-24.75,2017,NA,NA,1
-48.75,-24.75,2021,NA,NA,1
-48.25,-24.75,NA,2014,2021,1
-47.75,-24.75,NA,2016,2022,1
-64.25,-25.25,2016,NA,NA,1
-59.75,-25.25,NA,2015,2016,1
-58.75,-25.25,2023,NA,NA,1
-57.75,-25.25,NA,2000,2023,1
-57.25,-25.25,NA,2000,2016,1
-56.75,-25.25,NA,2000,2015,1
-56.25,-25.25,NA,2000,2016,1
-55.75,-25.25,NA,2000,2010,1
-55.25,-25.25,2015,NA,NA,1
-54.75,-25.25,NA,2000,2015,1
-54.25,-25.25,NA,2006,2022,1
-53.75,-25.25,NA,2014,2017,1
-53.25,-25.25,2021,NA,NA,1
-52.75,-25.25,2021,NA,NA,1
-52.25,-25.25,NA,2011,2015,1
-51.25,-25.25,NA,2013,2021,1
-50.75,-25.25,NA,2016,2021,1
-50.25,-25.25,NA,2019,2021,1
-49.75,-25.25,NA,2014,2017,1
-49.25,-25.25,NA,2001,2022,1
151.25,-25.25,2016,NA,NA,1
-66.25,-25.75,2017,NA,NA,1
-60.25,-25.75,2013,NA,NA,1
-57.75,-25.75,NA,2003,2023,1
-57.25,-25.75,NA,2001,2023,1
-56.25,-25.75,NA,2007,2015,1
-55.75,-25.75,2016,NA,NA,1
-54.75,-25.75,NA,2000,2021,1
-54.25,-25.75,NA,2002,2009,1
-53.75,-25.75,NA,2010,2022,1
-53.25,-25.75,NA,2016,2019,1
-52.75,-25.75,NA,2016,2022,1
-51.25,-25.75,2017,NA,NA,1
-50.25,-25.75,NA,2017,2021,1
-49.25,-25.75,NA,2016,2022,1
-48.75,-25.75,NA,2013,2022,1
-48.25,-25.75,NA,2015,2021,1
-65.75,-26.25,2011,NA,NA,1
-60.75,-26.25,2003,NA,NA,1
-60.75,-26.25,NA,2017,2023,1
-58.25,-26.25,NA,2013,2017,1
-57.25,-26.25,NA,2007,2015,1
-56.75,-26.25,NA,2012,2013,1
-56.25,-26.25,2001,NA,NA,1
-56.25,-26.25,2013,NA,NA,1
-54.75,-26.25,2000,NA,NA,1
-54.75,-26.25,2014,NA,NA,1
-53.75,-26.25,NA,2014,2017,1
-53.25,-26.25,NA,2012,2018,1
-52.75,-26.25,NA,2014,2021,1
-51.75,-26.25,NA,2011,2022,1
-51.25,-26.25,NA,2015,2018,1
-50.25,-26.25,NA,2017,2018,1
-49.75,-26.25,NA,2017,2020,1
-49.25,-26.25,NA,2015,2020,1
-48.75,-26.25,NA,2011,2022,1
-65.25,-26.75,NA,2009,2016,1
-60.75,-26.75,2010,NA,NA,1
-60.25,-26.75,2013,NA,NA,1
-59.25,-26.75,2013,NA,NA,1
-58.25,-26.75,NA,2015,2016,1
-57.25,-26.75,NA,2013,2016,1
-54.25,-26.75,NA,2016,2018,1
-53.75,-26.75,NA,2015,2020,1
-53.25,-26.75,NA,2014,2022,1
-52.75,-26.75,NA,2015,2022,1
-52.25,-26.75,NA,2015,2022,1
-51.25,-26.75,2017,NA,NA,1
-50.75,-26.75,2015,NA,NA,1
-49.25,-26.75,NA,2013,2022,1
-48.75,-26.75,NA,2010,2022,1
-109.25,-27.25,2002,NA,NA,1
-109.25,-27.25,NA,2014,2018,1
-65.25,-27.25,2016,NA,NA,1
-61.25,-27.25,2009,NA,NA,1
-58.75,-27.25,NA,2011,2013,1
-58.25,-27.25,2012,NA,NA,1
-56.75,-27.25,NA,2013,2015,1
-55.75,-27.25,NA,2000,2016,1
-55.25,-27.25,2014,NA,NA,1
-54.75,-27.25,NA,2016,2023,1
-53.25,-27.25,2016,NA,NA,1
-52.75,-27.25,NA,2013,2022,1
-52.25,-27.25,NA,2017,2022,1
-51.75,-27.25,NA,2021,2022,1
-51.25,-27.25,NA,2021,2022,1
-50.75,-27.25,2019,NA,NA,1
-50.25,-27.25,2007,NA,NA,1
-50.25,-27.25,2023,NA,NA,1
-49.75,-27.25,NA,2010,2019,1
-49.25,-27.25,2018,NA,NA,1
-48.75,-27.25,NA,2013,2022,1
-64.25,-27.75,NA,2010,2014,1
-61.25,-27.75,2013,NA,NA,1
-60.75,-27.75,2013,NA,NA,1
-56.75,-27.75,2014,NA,NA,1
-54.25,-27.75,NA,2010,2022,1
-53.75,-27.75,NA,2016,2021,1
-53.25,-27.75,2017,NA,NA,1
-52.75,-27.75,NA,2016,2022,1
-52.25,-27.75,NA,2007,2015,1
-51.75,-27.75,2022,NA,NA,1
-51.25,-27.75,NA,2016,2021,1
-50.25,-27.75,NA,2018,2021,1
-48.75,-27.75,NA,2013,2022,1
153.25,-27.75,2016,NA,NA,1
-65.75,-28.25,2009,NA,NA,1
-56.25,-28.25,2014,NA,NA,1
-55.25,-28.25,2021,NA,NA,1
-54.75,-28.25,NA,2011,2022,1
-54.25,-28.25,NA,2007,2021,1
-53.75,-28.25,NA,2010,2022,1
-53.25,-28.25,NA,2016,2018,1
-52.75,-28.25,NA,2014,2016,1
-52.25,-28.25,NA,2000,2022,1
-49.25,-28.25,NA,2013,2022,1
-48.75,-28.25,NA,2016,2022,1
-58.25,-28.75,2023,NA,NA,1
-56.25,-28.75,NA,2013,2022,1
-54.75,-28.75,2021,NA,NA,1
-53.75,-28.75,NA,2015,2020,1
-53.25,-28.75,NA,2016,2022,1
-52.75,-28.75,NA,2016,2022,1
-51.75,-28.75,NA,2017,2022,1
-50.75,-28.75,2016,NA,NA,1
-49.75,-28.75,2018,NA,NA,1
-49.25,-28.75,NA,2012,2021,1
-59.75,-29.25,2011,NA,NA,1
-57.75,-29.25,NA,2015,2016,1
-54.75,-29.25,NA,2018,2022,1
-51.75,-29.25,NA,2014,2022,1
-51.25,-29.25,NA,2014,2022,1
-50.75,-29.25,NA,2018,2021,1
-49.75,-29.25,NA,2014,2016,1
-59.75,-29.75,2011,NA,NA,1
-57.25,-29.75,2021,NA,NA,1
-55.75,-29.75,2016,NA,NA,1
-53.75,-29.75,NA,2014,2021,1
-53.25,-29.75,2010,NA,NA,1
-52.75,-29.75,NA,2019,2023,1
-52.25,-29.75,NA,2010,2019,1
-51.75,-29.75,NA,2016,2022,1
-51.25,-29.75,NA,2000,2022,1
-50.75,-29.75,NA,2015,2022,1
-50.25,-29.75,NA,2015,2022,1
-46.75,-29.75,2015,NA,NA,1
-94.75,-30.25,NA,2002,2009,1
-54.25,-30.25,2018,NA,NA,1
-53.75,-30.25,NA,2010,2016,1
-52.75,-30.25,2022,NA,NA,1
-51.25,-30.25,NA,2002,2022,1
-67.25,-30.75,2015,NA,NA,1
-61.25,-30.75,2023,NA,NA,1
-60.75,-30.75,NA,2007,2010,1
-55.75,-30.75,NA,2016,2018,1
-54.75,-30.75,2021,NA,NA,1
-53.25,-30.75,NA,2016,2018,1
-51.75,-30.75,2018,NA,NA,1
-64.75,-31.25,2013,NA,NA,1
-64.25,-31.25,NA,2009,2023,1
-61.25,-31.25,2017,NA,NA,1
-60.75,-31.25,2016,NA,NA,1
-57.75,-31.25,2016,NA,NA,1
-56.75,-31.25,2016,NA,NA,1
-54.25,-31.25,2020,NA,NA,1
-60.75,-31.75,NA,2011,2016,1
-52.25,-31.75,NA,2017,2022,1
-63.75,-32.25,NA,2015,2023,1
-58.75,-32.25,2016,NA,NA,1
-58.25,-32.25,2023,NA,NA,1
-52.25,-32.25,NA,2011,2019,1
-62.75,-32.75,2012,NA,NA,1
-60.75,-32.75,NA,2012,2013,1
-53.25,-32.75,2018,NA,NA,1
-60.25,-33.25,NA,2009,2012,1
-53.25,-33.75,NA,2021,2022,1
-60.75,-34.75,2012,NA,NA,1
-58.75,-34.75,2000,NA,NA,1
-58.75,-34.75,NA,2010,2017,1
-58.25,-34.75,NA,2007,2013,1
-58.25,-34.75,2023,NA,NA,1
-57.75,-34.75,2013,NA,NA,1
-56.25,-34.75,2016,NA,NA,1
-60.75,-36.75,2011,NA,NA,1
-60.25,-37.25,2023,NA,NA,1
-59.75,-37.25,2023,NA,NA,1
-57.75,-38.25,2017,NA,NA,1
